MLS#,Type,Prop. Cat.,Prop. Cond.,Tax,Address,City,Zip,Area,BD,Baths,# Levels,Apx Sqft,Price SqFt,Sld Price Sqft,Lot Size,Pend. Date,DOM,CDOM,List Date,List Price,Sold Date,Price,Yr. Built,HOA Dues,# Garage,# Fireplaces,Terms
659674060,ATTACHD,RES,APPROX,7373.79,3118 NE 64TH AVE,Portland,97213,142,2,2.1,2,1505,298,298,"0-2,999SF",5/26/2025,11,11,5/15/2025,"$449,900 ",6/27/2025,"$449,900 ",1997,,1,1,"CASH, CONV, FHA"
23104278,DETACHD,RES,RESALE,3371.38,3138 NE 57TH AVE,Portland,97213,142,2,1,1,1584,296,284,"5K-6,999SF",9/3/2023,56,56,7/9/2023,"$469,900 ",9/20/2023,"$450,000 ",1926,,1,,"CASH, CONV, FHA, VA"
23256338,DETACHD,RES,RESALE,4257.72,1108 NE DAVIS ST,Portland,97232,142,2,1,2,1082,433,415,"0-2,999SF",8/25/2023,63,63,6/23/2023,"$469,000 ",9/27/2023,"$450,000 ",1908,,0,0,"CASH, CONV, VA"
23333880,DETACHD,RES,RESALE,5496.61,4222 NE 129TH PL,Portland,97230,142,3,2,1,1495,300,301,"7K-9,999SF",6/3/2023,30,30,5/4/2023,"$449,000 ",7/7/2023,"$450,000 ",1969,,2,1,"CASH, CONV, FHA, REHAB, VA"
23426000,DETACHD,RES,REMOD,3211.33,18643 NE CLACKAMAS ST,Portland,97230,142,3,2.1,3,1644,273,273,"3K-4,999SF",10/7/2023,51,51,8/17/2023,"$449,900 ",10/31/2023,"$450,000 ",2014,,4,1,"CASH, CONV, FHA, VA"
23505835,DETACHD,RES,RESALE,3799.76,4448 NE 73RD AVE,Portland,97218,142,2,1,2,1512,281,297,"3K-4,999SF",7/5/2023,6,6,6/29/2023,"$425,000 ",7/25/2023,"$450,000 ",1944,,1,,"CASH, CONV, FHA, SGI, VA"
23539459,DETACHD,RES,RESALE,4145.56,732 NE 76TH AVE,Portland,97213,142,3,1,1,987,440,455,"5K-6,999SF",6/28/2023,21,21,6/7/2023,"$435,000 ",7/27/2023,"$450,000 ",1951,,0,,"CASH, CONV, FHA, VA"
23543467,DETACHD,RES,RESALE,5076.11,4537 NE 76TH AVE,Portland,97218,142,3,1.1,1,1183,388,380,"5K-6,999SF",8/24/2023,24,24,7/31/2023,"$460,000 ",9/26/2023,"$450,000 ",1979,,2,1,"CASH, CONV, FHA, VA"
23566303,DETACHD,RES,APPROX,1185.6,3810 NE CLEVELAND AVE,Portland,97212,142,2,1,2,1316,341,341,"3K-4,999SF",7/31/2023,30,30,7/1/2023,"$449,000 ",9/12/2023,"$450,000 ",1920,,0,,"CASH, CONV, FHA, VA"
23574112,DETACHD,RES,APPROX,5482.81,8114 NE FAILING ST,Portland,97213,142,3,2.1,3,1554,289,289,"0-2,999SF",8/1/2023,48,48,6/14/2023,"$450,000 ",9/15/2023,"$450,000 ",2020,,1,,"CASH, CONV, FHA, VA"
23593209,DETACHD,RES,RESALE,4768.12,1236 NE 160TH AVE,Portland,97230,142,3,2,1,1305,344,344,"7K-9,999SF",3/4/2024,202,202,8/15/2023,"$450,000 ",3/26/2024,"$450,000 ",1982,,2,0,"CASH, CONV, FHA, VA"
23667296,DETACHD,RES,RESALE,4979.38,15035 NE OREGON ST,Portland,97230,142,3,1,1,1114,394,403,"10K-14,999SF",7/24/2023,7,7,7/17/2023,"$440,000 ",8/15/2023,"$450,000 ",1954,,1,,"CASH, CONV"
23677433,DETACHD,RES,FIXER,6330.55,2208 NE LIBERTY ST,Portland,97211,142,3,2,2,2696,194,166,"5K-6,999SF",12/3/2023,18,18,11/15/2023,"$525,000 ",12/28/2023,"$450,000 ",1952,,2,2,"CASH, CONV, FHA"
23685331,DETACHD,RES,REMOD,3461.66,5616 NE 45TH AVE,Portland,97218,142,2,1,2,1088,409,413,"3K-4,999SF",7/8/2023,18,18,6/20/2023,"$445,900 ",8/25/2023,"$450,000 ",1952,,1,,"CASH, CONV, FHA, VA"
24021047,DETACHD,RES,FIXER,4198.69,12617 SE MARKET ST,Portland,97233,142,3,3,2,2400,187,187,"7K-9,999SF",3/23/2025,134,134,11/9/2024,"$450,000 ",4/18/2025,"$450,000 ",1955,,0,,"CASH, CONV, FHA, VA"
24056940,DETACHD,RES,RESALE,5883.23,6805 NE 32ND AVE,Portland,97211,142,3,3,2,2746,182,163,"7K-9,999SF",1/12/2025,128,128,9/6/2024,"$499,950 ",2/25/2025,"$450,000 ",1938,,1,2,"CASH, CONV, FHA, VA"
24095806,DETACHD,RES,RESALE,5307.18,8644 NE DYER ST,Portland,97220,142,3,2.1,2,2355,193,191,"5K-6,999SF",6/26/2024,40,50,5/17/2024,"$455,000 ",7/26/2024,"$450,000 ",1945,,1,1,"CASH, CONV, FHA, VA"
24117632,DETACHD,RES,RESALE,6399.94,16302 NE FARGO CT,Portland,97230,142,3,2.1,2,2000,230,225,"10K-14,999SF",1/3/2025,21,21,12/13/2024,"$460,000 ",1/30/2025,"$450,000 ",1979,,2,2,"CASH, CONV, FHA"
24125000,CONDO,RES,NEW,2500,5098 NE 24th AVE,Portland,97211,142,2,2,2,964,476,466,,12/12/2024,35,35,11/7/2024,"$459,000 ",2/21/2025,"$450,000 ",2024,45,0,,"CASH, CONV, FHA"
24145751,DETACHD,RES,RESALE,3162.86,10901 NE EUGENE ST,Portland,97220,142,2,1,1,768,553,585,"5K-6,999SF",9/9/2024,4,4,9/5/2024,"$425,000 ",10/1/2024,"$450,000 ",1951,,1,1,"CASH, CONV, FHA, VA"
24173980,DETACHD,RES,RESALE,4569.22,13904 NE RUSSELL ST,Portland,97230,142,3,2,1,1502,306,299,"10K-14,999SF",3/13/2024,12,12,3/1/2024,"$460,000 ",4/17/2024,"$450,000 ",1957,,1,1,"CASH, CONV, FHA, VA"
24179596,DETACHD,RES,RESALE,2288.44,3976 NE 12TH AVE,Portland,97212,142,3,2.1,2,2772,198,162,"5K-6,999SF",1/23/2025,1,1,1/22/2025,"$550,000 ",4/10/2025,"$450,000 ",1924,,1,0,"CASH, CONV, FHA, VA"
24185472,DETACHD,RES,RESALE,4171.41,6036 NE DAVIS ST,Portland,97213,142,2,1,1,920,434,489,"5K-6,999SF",5/6/2024,7,7,4/29/2024,"$399,900 ",5/28/2024,"$450,000 ",1945,,1,,"CASH, CONV, FHA"
24197578,DETACHD,RES,REMOD,5489.1,16314 NE FARGO ST,Portland,97230,142,2,2,2,1536,292,292,"3K-4,999SF",11/13/2024,2,2,11/11/2024,"$450,000 ",12/9/2024,"$450,000 ",1979,350,2,,"CASH, CONV, FHA, VA"
24209970,CONDO,RES,RESALE,6629.72,2013 NE 10TH AVE D,Portland,97212,142,2,2,1,1146,418,392,,8/16/2024,8,8,8/8/2024,"$480,000 ",9/17/2024,"$450,000 ",2013,250,0,,"CASH, CONV"
24244705,DETACHD,RES,REMOD,3752.92,10925 NE BRAZEE ST,Portland,97220,142,3,2,1,1208,384,372,"5K-6,999SF",7/3/2024,85,85,4/9/2024,"$464,900 ",7/25/2024,"$450,000 ",1951,,1,1,"CASH, CONV, FHA, VA"
24281694,DETACHD,RES,RESALE,3099.02,6930 NE EMERSON ST,Portland,97218,142,3,1,1,912,493,493,"7K-9,999SF",5/3/2024,22,22,4/11/2024,"$449,900 ",5/31/2024,"$450,000 ",1941,,1,0,"CASH, CONV, FHA, VA"
24310566,DETACHD,RES,REMOD,4581.06,3304 NE 76TH AVE NE,Portland,97213,142,2,1,3,1514,296,297,"5K-6,999SF",9/19/2024,7,7,9/12/2024,"$448,503 ",10/16/2024,"$450,000 ",1916,,0,,"CASH, CONV, FHA, VA"
24340850,DETACHD,RES,RESALE,4390.26,12717 NE CLACKAMAS ST,Portland,97230,142,3,2,1,1170,384,384,"7K-9,999SF",7/23/2024,11,11,7/12/2024,"$450,000 ",8/22/2024,"$450,000 ",1952,,1,,"CASH, CONV, FHA"
24346595,DETACHD,RES,RESALE,3653.37,6036 NE FAILING ST,Portland,97213,142,2,1,2,1335,298,337,"5K-6,999SF",6/3/2024,4,4,5/30/2024,"$399,000 ",6/21/2024,"$450,000 ",1950,,1,,"CASH, CONV, FHA, VA"
24355273,DETACHD,RES,RESALE,7631.96,2749 NE 155TH AVE,Portland,97230,142,4,2.1,2,2280,197,197,"7K-9,999SF",10/26/2024,15,15,10/11/2024,"$450,000 ",4/11/2025,"$450,000 ",1996,,2,1,"CASH, CONV, FHA, VA"
24359477,DETACHD,RES,RESALE,3523.01,924 NE 68TH AVE,Portland,97213,142,2,1,2,1312,342,342,"7K-9,999SF",10/12/2024,16,16,9/26/2024,"$450,000 ",11/15/2024,"$450,000 ",1926,,0,,"CASH, CONV, FHA, VA"
24390889,DETACHD,RES,REMOD,4651.65,10308 NE PACIFIC ST,Portland,97220,142,3,2,1,1328,346,338,"7K-9,999SF",9/11/2024,7,7,9/4/2024,"$460,000 ",9/24/2024,"$450,000 ",1976,,2,,"CASH, CONV, FHA, VA"
24416340,DETACHD,RES,RESALE,5534.27,3725 NE 70TH AVE,Portland,97213,142,3,1,2,2304,195,195,"5K-6,999SF",10/23/2024,27,27,9/26/2024,"$450,000 ",11/20/2024,"$450,000 ",1929,,1,1,"CASH, CONV, FHA, VA"
24441273,DETACHD,RES,APPROX,5117.45,5626 NE PRESCOTT ST,Portland,97218,142,3,1,2,2206,199,203,"7K-9,999SF",7/14/2024,6,6,7/8/2024,"$439,000 ",8/9/2024,"$450,000 ",1928,,1,1,"CASH, CONV"
24460640,DETACHD,RES,REMOD,4798.34,15843 NE THOMPSON CT,Portland,97230,142,3,2,1,1336,336,336,"7K-9,999SF",7/23/2024,47,47,6/6/2024,"$450,000 ",8/30/2024,"$450,000 ",1979,,2,1,"CASH, CONV, FHA, VA"
24483738,DETACHD,RES,RESALE,3050.53,4405 NE 56TH AVE,Portland,97218,142,2,1,2,1059,406,424,"5K-6,999SF",7/22/2024,4,4,7/18/2024,"$430,000 ",8/15/2024,"$450,000 ",1939,,1,1,"CASH, CONV, FHA, VA"
24491953,DETACHD,RES,RESALE,6452.18,4021 NE 77TH AVE,Portland,97213,142,3,2,3,1518,329,296,"3K-4,999SF",4/3/2024,34,34,2/29/2024,"$499,500 ",4/19/2024,"$450,000 ",1928,,0,1,"CASH, CONV, FHA, VA"
24500637,DETACHD,RES,RESALE,4201.63,4815 NE ALBERTA ST,Portland,97218,142,3,1,1,962,436,467,"7K-9,999SF",10/14/2024,5,5,10/9/2024,"$419,900 ",11/7/2024,"$450,000 ",1955,,1,1,"CASH, CONV, FHA, VA"
24508193,DETACHD,RES,APPROX,2692.13,6324 NE GRAND AVE,Portland,97211,142,3,2,1,1673,286,268,"5K-6,999SF",11/1/2024,49,113,9/13/2024,"$479,900 ",12/10/2024,"$450,000 ",1956,,1,,"CASH, CONV, FHA, VA"
24580318,DETACHD,RES,REMOD,5881.93,8502 NE WEIDLER ST,Portland,97220,142,3,3,2,1411,318,318,"5K-6,999SF",6/28/2024,41,41,5/18/2024,"$449,900 ",7/14/2024,"$450,000 ",1997,,2,1,"CASH, FHA, VA"
24637431,DETACHD,RES,RESALE,3457.43,322 NE 169TH AVE,Portland,97230,142,3,2,1,1300,346,346,"7K-9,999SF",5/12/2024,4,4,5/8/2024,"$450,000 ",6/21/2024,"$450,000 ",1966,,2,1,"CASH, CONV, FHA, VA"
24669738,DETACHD,RES,RESALE,4417.12,2609 NE 111TH AVE,Portland,97220,142,2,1.1,1,1136,369,396,"7K-9,999SF",4/8/2024,4,4,4/4/2024,"$419,900 ",5/7/2024,"$450,000 ",1954,,2,1,"CASH, CONV, FHA, VA"
216812941,DETACHD,RES,REMOD,4249.25,1142 NE 188TH PL,Portland,97230,142,3,2,3,1821,263,247,"7K-9,999SF",5/15/2025,48,48,3/28/2025,"$480,000 ",6/18/2025,"$450,000 ",1975,,2,,"CASH, FHA, VA"
429175040,DETACHD,RES,RESALE,4144.68,5703 NE 59TH AVE,Portland,97218,142,3,1,2,1342,327,335,"7K-9,999SF",2/13/2025,7,7,2/6/2025,"$440,000 ",3/21/2025,"$450,000 ",1927,,1,,"CASH, CONV, FHA, VA"
462041460,DETACHD,RES,RESALE,7179.97,15514 NE COUCH ST,Portland,97230,142,4,2.1,2,1685,267,267,"3K-4,999SF",6/3/2025,54,54,4/10/2025,"$450,000 ",6/13/2025,"$450,000 ",2017,,1,,"CASH, CONV, FHA, VA"
599509226,CONDO,RES,RESALE,5603.1,6052 NE 42ND AVE,Portland,97218,142,3,3.1,3,1386,324,324,,3/13/2025,6,6,3/7/2025,"$450,000 ",4/9/2025,"$450,000 ",2022,200,1,,"CASH, CONV"
698313445,DETACHD,RES,NEW,0,4305 NE Mason ST #8,Portland,97211,142,2,2.1,2,953,472,472,"0-2,999SF",3/26/2025,75,75,1/10/2025,"$450,000 ",4/17/2025,"$450,000 ",2024,447,0,,"CASH, CONV, VA"
728697853,DETACHD,RES,RESALE,4091.19,4705 NE 78TH AVE,Portland,97218,142,2,1,1,1086,414,414,"5K-6,999SF",4/14/2025,10,10,4/4/2025,"$450,000 ",5/13/2025,"$450,000 ",1950,,0,1,"CASH, CONV, FHA, VA"
768355890,DETACHD,RES,RESALE,4224.94,3840 NE 74TH AVE,Portland,97213,142,2,1,2,1330,330,338,"3K-4,999SF",3/12/2025,6,6,3/6/2025,"$440,000 ",3/25/2025,"$450,000 ",1926,,1,0,"CASH, CONV, FHA, VA"
23590028,DETACHD,RES,FIXER,4041.43,16 NE 24TH AVE,Portland,97232,142,3,1.1,3,2290,192,196,"3K-4,999SF",1/8/2024,102,102,9/28/2023,"$439,900 ",2/23/2024,"$451,000 ",1906,,0,,"CASH, CONV"
24370149,DETACHD,RES,RESALE,4366.99,4335 NE 72ND AVE,Portland,97218,142,3,1,3,2002,209,225,"5K-6,999SF",4/9/2024,5,5,4/4/2024,"$420,000 ",4/30/2024,"$451,000 ",1942,,1,1,"CASH, CONV, FHA, VA"
697015432,DETACHD,RES,RESALE,3869.92,4119 NE 115TH AVE,Portland,97220,142,4,1.1,2,1530,277,294,"7K-9,999SF",1/27/2025,5,5,1/22/2025,"$423,900 ",2/25/2025,"$451,000 ",1945,,1,1,"CASH, CONV, FHA, VA"
23546507,DETACHD,RES,REMOD,4380.15,308 NE 114TH AVE,Portland,97220,142,3,1,2,1882,239,239,"7K-9,999SF",1/10/2024,124,124,9/8/2023,"$450,000 ",2/9/2024,"$451,500 ",1952,,1,1,"CASH, CONV, FHA, VA"
24241228,DETACHD,RES,RESALE,3631.39,5111 NE 73RD AVE,Portland,97218,142,3,1,2,1342,346,336,"7K-9,999SF",8/5/2024,3,3,8/2/2024,"$465,000 ",9/3/2024,"$452,000 ",1942,,0,,"CASH, CONV, FHA"
24280480,DETACHD,RES,RESALE,6811.19,1623 NE BLUE HERON DR,Portland,97211,142,3,2,1,1516,296,298,"5K-6,999SF",4/26/2024,8,8,4/18/2024,"$449,900 ",6/5/2024,"$452,000 ",2000,,2,1,"CASH, CONV, FHA, VA"
497956661,DETACHD,RES,RESALE,5375.5,413 NE 130TH PL,Portland,97230,142,4,2,2,2160,203,209,"7K-9,999SF",5/5/2025,4,4,5/1/2025,"$439,000 ",6/5/2025,"$452,000 ",1956,,2,1,"CASH, CONV, FHA"
24216809,DETACHD,RES,RESALE,6164.8,1944 NE 149TH AVE,Portland,97230,142,2,2,1,1508,304,300,"3K-4,999SF",6/25/2024,27,27,5/29/2024,"$459,900 ",7/12/2024,"$452,900 ",1980,450,2,1,"CASH, CONV, FHA, VA"
23492963,DETACHD,RES,RESALE,5201.38,13170 NE SHAVER ST,Portland,97230,142,4,2.1,2,1900,250,238,"7K-9,999SF",10/1/2023,38,38,8/24/2023,"$475,000 ",10/30/2023,"$453,000 ",1966,,2,2,"CASH, CONV, FHA, VA"
24520235,DETACHD,RES,RESALE,5297.87,14312 NE KNOTT ST,Portland,97230,142,3,2,2,2412,188,187,"7K-9,999SF",6/9/2024,3,3,6/6/2024,"$454,950 ",6/17/2024,"$453,000 ",1964,,1,2,"CASH, CONV, FHA, VA"
24030246,DETACHD,RES,RESALE,5122.89,10534 NE OREGON ST,Portland,97220,142,3,1.1,1,1190,378,380,"7K-9,999SF",4/5/2024,34,34,3/2/2024,"$449,900 ",5/3/2024,"$453,258 ",1958,,2,1,"CASH, CONV, FHA"
23602402,DETACHD,RES,RESALE,3894.53,5623 NE 15TH AVE,Portland,97211,142,2,1,2,1283,349,353,"5K-6,999SF",10/23/2023,18,18,10/5/2023,"$449,000 ",11/17/2023,"$454,000 ",1911,,2,,"CASH, CONV"
24220252,DETACHD,RES,APPROX,4438.56,3613 NE 70TH AVE,Portland,97213,142,3,1,3,1992,248,227,"5K-6,999SF",9/17/2024,5,5,9/12/2024,"$495,000 ",10/23/2024,"$454,000 ",1915,,0,1,"CONV, FHA"
24674951,DETACHD,RES,RESALE,3947.75,185 NE 165TH AVE,Portland,97230,142,4,3,1,1470,306,308,"7K-9,999SF",1/7/2025,5,5,1/2/2025,"$450,000 ",1/31/2025,"$454,000 ",1992,,2,1,"CASH, CONV, FHA, VA"
24358690,DETACHD,RES,REMOD,3295.83,2138 NE 112TH AVE,Portland,97220,142,2,2,1,1100,404,413,"7K-9,999SF",1/21/2025,102,296,10/11/2024,"$445,000 ",2/21/2025,"$454,500 ",1956,,0,1,"CASH, CONV, FHA, SGI, VA"
24661005,DETACHD,RES,NEW,0,4125 NE 141st DR,Portland,97230,142,3,2.1,2,1368,332,332,"7K-9,999SF",4/15/2024,5,5,4/10/2024,"$454,900 ",5/14/2024,"$454,900 ",2024,,2,,"CASH, CONV, FHA, VA"
581761589,DETACHD,RES,RESALE,4447.36,3645 NE 114TH AVE,Portland,97220,142,3,1.1,2,1766,251,257,"7K-9,999SF",3/21/2025,73,73,1/7/2025,"$444,900 ",5/8/2025,"$454,900 ",1946,,1,1,"CASH, CONV, FHA, VA"
22571725,DETACHD,RES,APPROX,6975.16,3116 NE 60TH AVE,Portland,97213,142,3,2,2,2000,239,227,"3K-4,999SF",4/7/2023,385,385,3/18/2022,"$479,000 ",7/6/2023,"$455,000 ",1922,,0,1,"CASH, CONV"
23047253,DETACHD,RES,NEW,0,4475 NE 77TH AVE,Portland,97218,142,3,2.1,2,1248,359,364,"0-2,999SF",1/13/2024,31,74,12/13/2023,"$449,000 ",2/14/2024,"$455,000 ",2023,,0,1,"CASH, CONV, FHA, VA"
23351780,DETACHD,RES,RESALE,4327.66,5437 NE 40TH AVE,Portland,97211,142,3,2,2,1901,252,239,"3K-4,999SF",10/31/2023,18,18,10/13/2023,"$479,950 ",11/30/2023,"$455,000 ",1939,,1,1,"CASH, CONV"
23674555,DETACHD,RES,RESALE,5136.9,1314 NE 134TH AVE,Portland,97230,142,3,1.1,2,2288,190,198,"10K-14,999SF",7/14/2023,1,1,7/13/2023,"$435,000 ",8/8/2023,"$455,000 ",1953,,2,1,"CASH, CONV, REHAB"
24016068,CONDO,RES,RESALE,8610.49,2424 NE HANCOCK ST,Portland,97212,142,3,2,2,1263,384,360,,9/20/2024,136,136,5/7/2024,"$485,000 ",10/18/2024,"$455,000 ",1972,500,1,0,"CASH, CONV, FHA, VA"
24117958,DETACHD,RES,RESALE,6741.12,2320 NE 156TH PL NE,Portland,97230,142,2,2,1,1324,385,343,"5K-6,999SF",4/6/2025,114,114,12/13/2024,"$509,900 ",5/21/2025,"$455,000 ",1988,38,2,1,"CASH, CONV, FMHA"
24153094,DETACHD,RES,RESALE,3934.32,8913 NE GOING ST,Portland,97220,142,4,2,2,1508,291,301,"5K-6,999SF",1/13/2025,3,3,1/10/2025,"$440,000 ",1/31/2025,"$455,000 ",1925,,1,,"CASH, CONV, FHA, VA"
24194031,DETACHD,RES,NEW,0,8491 NE Eugene ST,Portland,97220,142,4,2.1,2,1645,276,276,"0-2,999SF",3/20/2024,77,77,1/3/2024,"$455,000 ",4/29/2024,"$455,000 ",2023,,0,1,"CASH, CONV, FHA, VA"
24258504,CONDO,RES,NEW,0,4315 NE Mason ST #4,Portland,97218,142,2,2.1,2,953,477,477,,1/24/2025,59,59,11/26/2024,"$455,000 ",2/24/2025,"$455,000 ",2024,447,0,,"CASH, CONV, VA"
24330001,CONDO,RES,REMOD,5475.18,1510 NE KNOTT ST,Portland,97212,142,2,1,2,1444,324,315,,10/14/2024,53,53,8/22/2024,"$469,000 ",11/13/2024,"$455,000 ",1957,450,1,0,"CASH, CONV"
24340097,CONDO,RES,RESALE,4892.18,1618 NE BUFFALO ST B,Portland,97211,142,2,1.1,2,1003,453,453,,9/30/2024,0,0,9/30/2024,"$455,000 ",9/30/2024,"$455,000 ",2023,50,0,,"CONV, FHA"
24384456,DETACHD,RES,RESALE,4223.02,10054 NE WEIDLER ST,Portland,97220,142,3,1.1,2,1820,250,250,"5K-6,999SF",8/1/2024,20,20,7/12/2024,"$455,000 ",9/3/2024,"$455,000 ",1945,,1,1,"CASH, CONV, FHA, VA"
24482401,DETACHD,RES,RESALE,4465.05,214 NE 55TH AVE,Portland,97213,142,2,1,3,1350,314,337,"3K-4,999SF",6/3/2024,3,3,5/31/2024,"$425,000 ",7/2/2024,"$455,000 ",1900,,0,,"CASH, CONV, FHA, VA"
24497029,DETACHD,RES,RESALE,4001.27,8801 NE PRESCOTT ST,Portland,97220,142,3,3,4,2386,190,190,"5K-6,999SF",2/27/2025,132,132,10/18/2024,"$455,000 ",3/27/2025,"$455,000 ",1945,,0,1,"CASH, CONV, FHA, VA"
147897781,DETACHD,RES,RESALE,3722.99,6403 NE 38TH AVE,Portland,97211,142,2,1,1,1380,310,329,"3K-4,999SF",2/18/2025,3,3,2/15/2025,"$429,000 ",3/28/2025,"$455,000 ",1926,,1,1,"CASH, CONV, FHA, VA"
633577921,ATTACHD,RES,NEW,0,4527 NE 31st AVE,Portland,97211,142,3,2.1,2,1003,453,453,"0-2,999SF",3/8/2025,10,10,2/26/2025,"$454,900 ",4/25/2025,"$455,000 ",2025,,1,,"CONV, FHA, VA"
682396833,DETACHD,RES,NEW,2025,1599 NE Liberty ST,Portland,97211,142,3,2.1,2,1260,361,361,"0-2,999SF",4/11/2025,14,14,3/28/2025,"$455,000 ",6/6/2025,"$455,000 ",2025,,0,,"CASH, CONV, FHA, VA"
23605777,DETACHD,RES,FIXER,2679.02,5712 NE 11TH AVE,Portland,97211,142,2,1,3,1400,321,325,"5K-6,999SF",5/2/2024,119,119,1/4/2024,"$450,000 ",5/30/2024,"$455,280 ",1927,0,1,1,"CASH, CONV, FHA, REHAB, VA"
23456191,DETACHD,RES,REMOD,3451.2,1400 NE 172ND AVE,Portland,97230,142,3,2,1,1248,360,365,"10K-14,999SF",8/9/2023,5,5,8/4/2023,"$450,000 ",9/8/2023,"$456,000 ",1974,,2,1,"CASH, CONV, FHA, VA"
23686493,DETACHD,RES,RESALE,2818.16,5832 NE 12TH AVE,Portland,97211,142,2,1,2,1699,250,268,"5K-6,999SF",9/10/2023,3,3,9/7/2023,"$424,900 ",10/6/2023,"$456,000 ",1925,,2,1,"CASH, CONV, FHA"
24549013,DETACHD,RES,RESALE,3182.75,4525 NE WYGANT ST,Portland,97218,142,2,1,1,1252,319,364,"5K-6,999SF",4/22/2024,4,4,4/18/2024,"$399,999 ",5/3/2024,"$456,000 ",1928,,1,0,"CASH, CONV, FHA, VA"
527269638,DETACHD,RES,REMOD,5112.13,7040 NE SUMNER ST,Portland,97218,142,2,1,2,1177,390,387,"10K-14,999SF",4/25/2025,8,8,4/17/2025,"$460,000 ",5/23/2025,"$456,500 ",1941,,1,1,"CASH, CONV, FHA, VA"
24304284,DETACHD,RES,APPROX,3612.02,4521 NE 111TH AVE,Portland,97220,142,3,2,1,1263,356,361,"7K-9,999SF",4/8/2024,5,5,4/3/2024,"$450,000 ",5/15/2024,"$456,800 ",1981,,2,1,"CASH, CONV, FHA"
23303633,DETACHD,RES,APPROX,5836.87,7925 NE MASON ST,Portland,97218,142,3,1.1,2,2260,203,202,"5K-6,999SF",10/30/2023,26,54,10/4/2023,"$460,000 ",12/13/2023,"$457,500 ",1949,,2,2,"CASH, CONV, FHA, VA"
23296985,DETACHD,RES,REMOD,3421.08,6404 NE 31ST AVE,Portland,97211,142,3,1,2,1824,254,250,"5K-6,999SF",7/6/2023,12,93,6/24/2023,"$465,000 ",8/3/2023,"$457,700 ",1926,,1,1,"CASH, CONV, FHA, VA"
24009039,DETACHD,RES,RESALE,4189.98,856 NE 80TH AVE,Portland,97213,142,2,1,2,1456,291,314,"5K-6,999SF",3/11/2024,4,4,3/7/2024,"$425,000 ",4/10/2024,"$457,800 ",1925,,0,1,"CASH, CONV, FHA, VA"
24401045,DETACHD,RES,RESALE,6937.61,15131 NE SUMMERPLACE DR,Portland,97230,142,2,2,1,1636,287,279,"3K-4,999SF",2/26/2024,4,4,2/22/2024,"$469,900 ",3/26/2024,"$457,900 ",1991,450,2,1,"CASH, CONV, FHA, VA"
23436287,DETACHD,RES,APPROX,5113.63,2424 NE 143RD AVE,Portland,97230,142,3,1.1,1,1660,283,275,"7K-9,999SF",1/25/2024,90,90,10/27/2023,"$469,900 ",3/1/2024,"$458,000 ",1960,,1,1,"CASH, CONV, FHA, VA"
24197858,DETACHD,RES,RESALE,1466.2,107 NE IVY ST,Portland,97212,142,2,1,2,1820,233,251,"0-2,999SF",4/15/2024,4,4,4/11/2024,"$425,000 ",5/6/2024,"$458,000 ",1909,,0,,"CASH, CONV, FHA, VA"
23588246,DETACHD,RES,RESALE,2263.3,1706 NE 80TH AVE,Portland,97213,142,3,2.1,2,1445,314,317,"0-2,999SF",9/27/2023,28,28,8/30/2023,"$455,000 ",10/25/2023,"$458,100 ",2020,,1,0,"CASH, CONV, VA"
721704145,DETACHD,RES,RESALE,1700.83,735 NE JESSUP ST,Portland,97211,142,2,1,1,1497,321,306,"7K-9,999SF",4/12/2025,85,85,1/17/2025,"$481,000 ",5/19/2025,"$458,250 ",1927,,0,0,"CASH, CONV, FHA, VA"
395660575,DETACHD,RES,REMOD,3355.54,4535 NE 97TH AVE,Portland,97220,142,3,1,2,1763,260,260,"5K-6,999SF",4/10/2025,14,14,3/27/2025,"$459,000 ",5/9/2025,"$459,000 ",1924,,1,0,"CASH, CONV, FHA, VA"
23279057,CONDO,RES,NEW,0,4136 NE Rodney AVE #4,Portland,97211,142,2,2.1,2,1053,436,436,,10/16/2023,12,,10/4/2023,"$459,900 ",11/16/2023,"$459,900 ",2023,70,0,,"CASH, CONV, FHA, VA"
24673076,DETACHD,RES,REMOD,5555.7,11725 NE SACRAMENTO ST,Portland,97220,142,4,1.1,2,1760,261,261,"7K-9,999SF",6/18/2024,5,5,6/13/2024,"$459,900 ",7/22/2024,"$459,900 ",1955,,0,0,"CASH, CONV, FHA, VA"
22305586,DETACHD,RES,RESALE,3548.93,3714 NE CLEVELAND AVE,Portland,97212,142,4,2,2,2192,214,209,"3K-4,999SF",8/14/2023,250,250,12/7/2022,"$470,000 ",9/12/2023,"$460,000 ",1906,,0,,"CASH, CONV, REHAB"
23124577,DETACHD,RES,RESALE,6660,11740 NE FREMONT ST,Portland,97220,142,3,2.1,2,2600,186,176,"10K-14,999SF",9/17/2023,73,73,7/6/2023,"$485,000 ",10/6/2023,"$460,000 ",1961,,2,2,"CASH, CONV, FHA"
23130905,DETACHD,RES,APPROX,4777.39,11741 NE RUSSELL ST,Portland,97220,142,3,2,1,1780,266,258,"10K-14,999SF",11/16/2023,7,79,11/9/2023,"$474,000 ",12/22/2023,"$460,000 ",1955,,0,2,"CONV, FHA, OWNCONT, VA"
