MLS#,Type,Prop. Cat.,Prop. Cond.,Tax,Address,City,Zip,Area,BD,Baths,# Levels,Apx Sqft,Price SqFt,Sld Price Sqft,Lot Size,Pend. Date,DOM,CDOM,List Date,List Price,Sold Date,Price,Yr. Built,HOA Dues,# Garage,# Fireplaces,Terms
24094392,FLTHOME,RES,FIXER,1125.05,229 N Bridgeton RD,Portland,97217,$141 ,0,1,1,384,49,39,"0-2,999SF",2/11/2024,1,,2/10/2024,"$19,000 ",2/21/2024,"$15,000 ",1960,,0,0,CASH
24585502,IN-PARK,RES,RESALE,500,1503 N HAYDEN ISLAND DR #50,Portland,97217,141,2,1,1,672,37,38,"0-2,999SF",3/15/2024,3,3,3/12/2024,"$25,000 ",4/4/2024,"$26,000 ",1970,,0,,CASH
755197545,IN-PARK,RES,FIXER,0,12335 N SOUTH SHORE AVE,Portland,97217,$141 ,2,2,1,1248,22,22,"0-2,999SF",4/24/2025,6,6,4/18/2025,"$28,500 ",6/1/2025,"$28,500 ",1975,,3,,CASH
24597666,IN-PARK,RES,REMOD,0,1501 N HAYDEN ISLAND DR #121e,Portland,97217,141,2,1,1,580,86,77,"0-2,999SF",8/31/2024,148,148,4/5/2024,"$49,985 ",9/18/2024,"$45,000 ",1966,,2,,"CASH, CONV"
534808277,IN-PARK,RES,RESALE,0,12405 N SOUTH SHORE AVE,Portland,97217,$141 ,2,2,1,924,50,50,"0-2,999SF",3/8/2025,29,96,2/7/2025,"$46,999 ",3/21/2025,"$46,999 ",1979,,0,,"CASH, OTHER"
23488027,IN-PARK,RES,REMOD,0,1501 N HAYDEN ISLAND DR #59c,Portland,97217,141,2,1,1,826,54,56,"0-2,999SF",6/27/2023,4,4,6/23/2023,"$44,985 ",8/10/2023,"$47,000 ",1980,,2,,"CONV, FCS"
24321855,IN-PARK,RES,REMOD,0,12391 N WESTSHORE DR,Portland,97217,$141 ,2,1,1,768,71,66,"0-2,999SF",6/3/2024,59,207,4/5/2024,"$55,000 ",7/17/2024,"$51,000 ",1970,,0,,"CASH, CONV"
24517559,IN-PARK,RES,REMOD,0,12625 N SCOULER AVE,Portland,97217,141,2,2,1,924,64,56,"0-2,999SF",4/15/2024,102,102,1/4/2024,"$59,985 ",5/1/2024,"$52,000 ",1976,1041,3,,CASH
24117014,FLTHOME,RES,FIXER,1620,1811 N Jantzen AVE,Portland,97217,$141 ,2,1,1,900,127,62,"0-2,999SF",12/19/2024,34,,11/15/2024,"$115,000 ",12/31/2024,"$56,000 ",1976,480,0,1,CASH
24180573,IN-PARK,RES,RESALE,0,12405 N SOUTH SHORE AVE,Portland,97217,141,2,2,1,924,52,62,"0-2,999SF",6/25/2024,34,34,5/22/2024,"$48,900 ",7/11/2024,"$58,000 ",1979,,0,,"CASH, OTHER"
23314916,IN-PARK,RES,RESALE,0,12232 N WESTSHORE DR,Portland,97217,$141 ,2,1,1,1112,67,58,"0-2,999SF",6/7/2023,34,281,5/4/2023,"$75,000 ",7/14/2023,"$65,000 ",1974,,0,,"CASH, CONV"
24158686,IN-PARK,RES,APPROX,0,12452 N WESTSHORE DR,Portland,97217,141,2,2,1,1248,68,58,"0-2,999SF",5/30/2024,69,183,3/22/2024,"$85,999 ",6/25/2024,"$73,000 ",1978,,0,,"CASH, CONV"
24171778,IN-PARK,RES,RESALE,80145.85,2020 N MIDDLE SHORE ST,Portland,97217,$141 ,2,1,1,924,85,81,"0-2,999SF",4/20/2024,21,21,3/30/2024,"$79,000 ",5/28/2024,"$75,000 ",1977,,3,,"CALL-SA, CASH"
24045636,IN-PARK,RES,RESALE,15,1503 N HAYDEN ISLAND DR #242,Portland,97217,141,2,2,1,1200,79,70,"0-2,999SF",7/8/2024,41,41,5/28/2024,"$95,000 ",8/19/2024,"$85,000 ",1969,789,0,0,CASH
23158897,IN-PARK,RES,RESALE,0,1503 N HAYDEN ISLAND DR #101,Portland,97217,$141 ,3,2,1,1344,74,70,"0-2,999SF",12/3/2023,127,127,7/29/2023,"$99,985 ",3/5/2024,"$95,000 ",1999,828,2,,"CASH, CONV"
770054568,IN-PARK,RES,RESALE,0,1501 N HAYDEN ISLAND DR #26a,Portland,97217,141,3,2,1,1109,88,85,"0-2,999SF",5/30/2025,46,46,4/14/2025,"$98,500 ",6/24/2025,"$95,000 ",2006,,2,,"CASH, CONV"
230213254,IN-PARK,RES,RESALE,0,12450 N South Shore AVE,Portland,97217,$141 ,2,2,1,1344,73,71,"0-2,999SF",4/23/2025,3,3,4/20/2025,"$98,500 ",5/19/2025,"$96,500 ",1974,,3,,CASH
24546347,FLTHOME,RES,RESALE,0,1621 N Jantzen AVE,Portland,97217,141,0,0.1,1,900,127,111,"0-2,999SF",5/17/2024,19,,4/28/2024,"$115,000 ",5/30/2024,"$100,000 ",1970,480,0,,CASH
24204341,IN-PARK,RES,RESALE,0,1501 N HAYDEN ISLAND DR #113e,Portland,97217,$141 ,3,2,1,1404,77,78,"0-2,999SF",3/4/2025,82,82,12/12/2024,"$109,000 ",4/21/2025,"$110,000 ",2003,,2,,"CASH, CONV"
24536838,IN-PARK,RES,RESALE,0,2320 N BROUGHTON DR,Portland,97217,141,3,2,1,1440,83,77,"0-2,999SF",11/8/2024,227,343,3/26/2024,"$120,000 ",11/22/2024,"$111,475 ",1976,,0,0,"CASH, CONV"
23106662,IN-PARK,RES,RESALE,1170.46,1503 N HAYDEN ISLAND DR #43,Portland,97217,$141 ,3,2,1,1404,85,81,"0-2,999SF",4/7/2024,140,140,11/19/2023,"$119,900 ",5/8/2024,"$115,000 ",2007,,0,,"CASH, CONV"
24070427,FLTHOME,RES,FIXER,2300,1647 N Jantzen AVE D-M,Portland,97217,141,1,1,1,1260,103,103,"0-2,999SF",7/26/2024,71,,5/16/2024,"$129,900 ",8/13/2024,"$129,950 ",1960,480,0,,CASH
23533174,FLTHOME,RES,RESALE,2002.53,1533 N Jantzen AVE,Portland,97217,$141 ,2,2,1,1368,108,97,"0-2,999SF",12/8/2023,197,,5/25/2023,"$149,000 ",1/5/2024,"$133,000 ",1970,400,0,1,CASH
23227337,FLTHOME,RES,RESALE,1634.75,221 N Bridgeton RD,Portland,97217,141,0,1,1,308,438,438,"0-2,999SF",11/27/2023,118,,8/1/2023,"$135,000 ",1/30/2024,"$135,000 ",1992,,0,0,CASH
24198285,IN-PARK,RES,REMOD,193.64,1503 N HAYDEN ISLAND DR #45,Portland,97217,$141 ,3,2,1,1404,92,96,"0-2,999SF",6/11/2024,143,143,1/20/2024,"$130,000 ",7/3/2024,"$135,000 ",2004,,0,,"CASH, CONV"
24306689,IN-PARK,RES,RESALE,0,1503 N HAYDEN ISLAND DR #15,Portland,97217,141,3,2,1,1152,121,119,"0-2,999SF",8/29/2024,181,181,3/1/2024,"$139,400 ",9/30/2024,"$137,400 ",1978,,0,0,"CASH, CONV"
24282572,IN-PARK,RES,RESALE,0,1501 N HAYDEN ISLAND DR #42B,Portland,97217,$141 ,2,2,1,1080,128,128,"0-2,999SF",12/6/2024,5,5,12/1/2024,"$138,500 ",12/27/2024,"$138,500 ",1968,,2,1,CASH
24437157,IN-PARK,RES,REMOD,0,1503 N HAYDEN ISLAND DR #35,Portland,97217,141,2,2.1,1,1500,98,96,"0-2,999SF",12/4/2024,79,79,9/16/2024,"$147,000 ",12/30/2024,"$144,500 ",1973,,0,,"CONV, FHA"
503252559,IN-PARK,RES,REMOD,599,2201 N MENZIES DR,Portland,97217,$141 ,2,2,1,1501,113,101,"0-2,999SF",5/19/2025,132,132,1/7/2025,"$170,000 ",5/30/2025,"$153,000 ",1976,1400,0,,"CASH, CONV"
23308775,FLTHOME,RES,FIXER,2026,1717 N Jantzen Ave,Portland,97217,141,1,1,1,600,330,256,"0-2,999SF",7/8/2023,20,,6/18/2023,"$198,000 ",7/21/2023,"$154,000 ",1970,400,0,,CASH
235960293,CONDO,RES,RESALE,3540.8,11926 N JANTZEN BEACH AVE,Portland,97217,$141 ,2,1.1,2,1088,165,147,,2/10/2025,11,11,1/30/2025,"$179,777 ",2/28/2025,"$160,000 ",1972,560,0,,"CASH, CONV, FHA, VA"
23462199,FLTHOME,RES,REMOD,1987,12050 N Jantzen DR,Portland,97217,141,1,1,2,600,291,275,"0-2,999SF",8/5/2023,112,,4/15/2023,"$175,000 ",8/31/2023,"$165,000 ",1960,,0,,"CASH, CONV"
23492581,CONDO,RES,NEW,1500,1400 N Kilpartick #209,Portland,97217,$141 ,2,1,1,764,217,217,,8/15/2023,145,,3/23/2023,"$166,000 ",9/28/2023,"$166,000 ",2022,253,0,,CONV
23629311,CONDO,RES,NEW,1500,1480 N Kilpatrick ST #104,Portland,97217,141,2,1,1,764,217,217,,7/20/2023,84,,4/27/2023,"$166,000 ",8/29/2023,"$166,000 ",2021,233,0,,CONV
24081276,DETACHD,RES,RESALE,2195.67,9310 N WOOLSEY AVE,Portland,97203,$141 ,2,1,1,944,199,199,"0-2,999SF",5/23/2024,28,28,4/25/2024,"$188,431 ",6/28/2024,"$188,431 ",2007,112,1,,CONV
23584033,CONDO,RES,RESALE,2314.03,9333 N LOMBARD ST #1,Portland,97203,141,1,1,1,591,319,319,,9/30/2023,2,2,9/28/2023,"$189,000 ",10/31/2023,"$189,000 ",1963,263,1,,"CONV, FHA, VA"
24027539,CONDO,RES,RESALE,2294.26,453 N HAYDEN BAY DR,Portland,97217,$141 ,1,1,1,608,310,310,,3/3/2025,206,206,8/9/2024,"$189,000 ",3/31/2025,"$189,000 ",1973,248,0,,"CASH, CONV, VA"
23022132,CONDO,RES,NEW,689.47,7360 N ATLANTIC AVE #2,Portland,97217,141,1,1,1,482,414,399,,9/12/2023,125,176,5/10/2023,"$199,800 ",10/11/2023,"$192,400 ",2023,123,0,,"CASH, CONV, FHA, VA"
23090229,CONDO,RES,RESALE,2474.19,9333 N LOMBARD ST #3,Portland,97203,$141 ,1,1,1,587,347,332,,4/11/2024,83,83,1/19/2024,"$203,900 ",5/3/2024,"$195,000 ",1963,279,0,,"CASH, CONV, FHA"
23391616,CONDO,RES,RESALE,2184.48,466 N HAYDEN ISLAND DR #106,Portland,97217,141,1,1,1,597,326,326,,7/31/2023,5,5,7/26/2023,"$195,000 ",8/15/2023,"$195,000 ",1973,225,0,0,"CASH, CONV, FHA, VA"
24154590,ATTACHD,RES,FIXER,2956.96,2723 N HOUGHTON ST,Portland,97217,$141 ,2,1,1,1467,135,132,"5K-6,999SF",4/26/2024,89,89,1/28/2024,"$199,000 ",6/5/2024,"$195,000 ",1912,,0,0,"CASH, REHAB"
24118788,CONDO,RES,RESALE,2294.26,403 N HAYDEN BAY DR #93,Portland,97217,141,1,1,1,608,328,321,,3/28/2024,35,35,2/22/2024,"$200,000 ",5/7/2024,"$195,500 ",1973,248,0,0,"CASH, CONV, FHA"
23646504,CONDO,RES,RESALE,3192.78,7112 N RICHMOND AVE #11,Portland,97203,$141 ,2,1,1,667,337,299,,10/3/2023,81,81,7/14/2023,"$225,000 ",10/27/2023,"$200,000 ",1970,375,0,0,"CASH, CONV"
298287604,CONDO,RES,REMOD,2052,708 N KILLINGSWORTH ST #1,Portland,97217,141,0,1,1,381,530,530,,2/24/2025,1,56,2/23/2025,"$201,999 ",4/9/2025,"$201,999 ",1913,134,0,0,"CASH, CONV"
24464473,CONDO,RES,APPROX,5045.8,1455 N KILLINGSWORTH ST #412,Portland,97217,141,1,1,1,676,303,303,,2/24/2025,397,397,1/24/2024,"$205,000 ",3/6/2025,"$205,000 ",2012,462,0,,"CASH, CONV, FHA, VA"
23548935,CONDO,RES,RESALE,2299.35,9333 N LOMBARD ST #25,Portland,97203,141,1,1,1,583,360,353,,1/14/2024,86,145,10/20/2023,"$210,000 ",2/8/2024,"$206,000 ",1963,263,0,,"CASH, CONV"
23697742,DETACHD,RES,FIXER,3337.77,2525 N LOMBARD ST,Portland,97217,141,2,1,2,1909,121,107,"3K-4,999SF",11/29/2023,29,526,10/31/2023,"$232,750 ",12/18/2023,"$206,000 ",1926,,1,,"CASH, REHAB"
24007167,CONDO,RES,RESALE,2994.36,8833 N Syracuse #8,Portland,97203,141,2,1,1,720,298,288,,2/26/2024,54,54,1/3/2024,"$215,000 ",3/26/2024,"$207,500 ",1969,348,0,,"CASH, CONV"
669884518,CONDO,RES,RESALE,3317.14,1411 N ALBERTA ST #5,Portland,97217,141,1,1,1,525,395,395,,1/15/2025,6,6,1/9/2025,"$207,500 ",2/7/2025,"$207,500 ",1945,269,0,0,"CASH, CONV"
24591649,CONDO,RES,RESALE,3006.8,8833 N SYRACUSE ST #10,Portland,97203,$141 ,2,1,1,727,295,288,,5/29/2024,29,29,4/30/2024,"$215,000 ",6/20/2024,"$209,500 ",1969,375,0,,"CASH, CONV, FHA, VA"
24601163,CONDO,RES,RESALE,2749.49,6716 N PITTSBURG AVE,Portland,97203,141,1,1,1,571,385,373,,2/5/2025,138,138,9/20/2024,"$220,000 ",3/10/2025,"$213,000 ",2007,237,0,,"CASH, CONV"
23233030,CONDO,RES,RESALE,2408.3,9333 N LOMBARD ST #17,Portland,97203,$141 ,1,1,1,587,369,369,,6/13/2023,14,68,5/30/2023,"$217,000 ",7/12/2023,"$217,000 ",1963,263,1,,"CASH, CONV, VA"
24192921,CONDO,RES,RESALE,2673.96,6912 N PHILADELPHIA AVE,Portland,97203,141,2,1,1,734,298,295,,10/31/2024,8,202,10/23/2024,"$219,000 ",11/26/2024,"$217,000 ",1970,282,0,1,"CASH, CONV"
24681834,CONDO,RES,REMOD,2520.31,6752 N PITTSBURG AVE,Portland,97203,$141 ,1,1,1,571,383,383,,9/18/2024,20,20,8/29/2024,"$219,000 ",10/29/2024,"$219,000 ",2007,237,0,,"CASH, CONV, FHA"
24145110,IN-PARK,RES,RESALE,1276,1501 N Hayden Island Dr 97C,Portland,97217,141,3,2,1,1404,156,156,"0-2,999SF",2/17/2024,3,3,2/14/2024,"$219,900 ",3/15/2024,"$219,900 ",2005,,0,,"CASH, CONV"
24301127,CONDO,RES,NEW,0,9050 N Endicott AVE B,Portland,97217,$141 ,1,1,1,420,523,523,,7/31/2024,72,72,5/20/2024,"$219,900 ",8/14/2024,"$219,900 ",2024,150,0,0,"CASH, CONV, FHA, VA"
24688507,FLTHOME,RES,RESALE,2865,1939 N Jantzen AVE,Portland,97217,141,2,2,2,981,244,224,"0-2,999SF",8/14/2024,153,,3/14/2024,"$239,900 ",8/26/2024,"$220,000 ",1960,480,0,1,"CALL-SA, CASH, CONV"
24048523,CONDO,RES,NEW,0,6667 N Fessenden ST #24,Portland,97203,$141 ,2,1.1,2,681,322,325,,1/28/2025,124,124,9/26/2024,"$219,900 ",2/26/2025,"$222,000 ",2024,24,0,,"CASH, CONV, FHA, VA"
23267376,CONDO,RES,APPROX,3737.77,394 N HAYDEN ISLAND DR,Portland,97217,141,2,1.1,2,1184,192,187,,1/25/2024,114,207,10/3/2023,"$228,000 ",2/6/2024,"$222,450 ",1973,462,0,,"CASH, CONV, FHA, VA"
24336851,FLTHOME,RES,REMOD,1841.6,559 NE Bridgeton RD #6,Portland,97211,$141 ,1,1,1,618,387,360,"0-2,999SF",9/4/2024,75,,6/21/2024,"$239,500 ",9/11/2024,"$223,000 ",1965,,0,0,CASH
23676306,CONDO,RES,RESALE,2702.28,7232 N NEW YORK AVE #5,Portland,97203,141,1,1,1,521,431,430,,8/11/2023,112,112,4/21/2023,"$224,900 ",9/12/2023,"$224,500 ",1959,355,0,,"CASH, CONV, FHA, VA"
23175029,CONDO,RES,NEW,689.47,7360 N ATLANTIC AVE #1,Portland,97217,$141 ,1,1,1,482,466,466,,7/24/2023,126,126,3/20/2023,"$224,900 ",8/25/2023,"$224,900 ",2023,123,0,,"CASH, CONV, FHA, VA"
23182022,CONDO,RES,FIXER,4935.72,281 N HAYDEN BAY DR,Portland,97217,141,2,2,2,1023,250,219,,6/25/2024,327,327,8/3/2023,"$255,900 ",7/12/2024,"$225,000 ",1991,659,0,1,"CASH, REHAB"
23644218,DETACHD,RES,FIXER,2652.35,8846 N DRUMMOND AVE,Portland,97217,$141 ,3,1,2,1580,142,142,"5K-6,999SF",6/2/2023,0,0,6/2/2023,"$225,000 ",7/3/2023,"$225,000 ",1908,,0,,CASH
24040619,FLTHOME,RES,RESALE,2519.07,309 N BRIDGETON RD B,Portland,97217,141,2,1,1,755,329,298,"5K-6,999SF",1/12/2025,100,100,10/4/2024,"$249,000 ",1/27/2025,"$225,000 ",2003,600,0,1,"CASH, CONV"
24099206,CONDO,RES,RESALE,3630.97,3970 N INTERSTATE AVE #205,Portland,97227,$141 ,1,1,1,769,305,292,,12/2/2024,12,209,11/20/2024,"$234,900 ",1/31/2025,"$225,000 ",2008,445,0,0,"CASH, CONV, FHA, VA"
24683893,DETACHD,RES,FIXER,2797.48,7534 N Johnswood DR,Portland,97203,141,2,1,1,660,340,340,"5K-6,999SF",5/14/2024,116,116,1/19/2024,"$225,000 ",7/12/2024,"$225,000 ",1941,,0,,"CASH, REHAB"
23190833,DETACHD,RES,FIXER,2441.67,6904 N IVANHOE ST,Portland,97203,$141 ,2,1,2,1000,289,226,"3K-4,999SF",6/17/2023,4,4,6/13/2023,"$289,900 ",7/24/2023,"$226,000 ",1919,,1,,CASH
322948300,CONDO,RES,REMOD,2390,708 N KILLINGSWORTH ST #4,Portland,97217,141,1,1,1,512,443,443,,6/10/2025,0,0,6/10/2025,"$226,999 ",6/23/2025,"$227,000 ",1913,279,0,0,"CASH, CONV"
23442983,CONDO,RES,NEW,1500,1400 N Kilpatrick ST #308,Portland,97217,$141 ,3,1,1,932,244,244,,12/12/2023,292,292,2/23/2023,"$228,000 ",2/2/2024,"$228,000 ",2022,308,0,,CONV
23637073,CONDO,RES,RESALE,2702.01,9221 N LOMBARD ST #13,Portland,97203,141,2,1,1,717,334,320,,8/4/2023,14,14,7/21/2023,"$239,995 ",9/1/2023,"$230,000 ",1963,330,0,0,"CALL-SA, CASH, CONV, FHA"
24227562,FLTHOME,RES,RESALE,2748.65,535 NE Bridgeton RD #1,Portland,97211,$141 ,1,1,1,1080,231,212,"0-2,999SF",9/18/2024,186,,3/16/2024,"$249,900 ",10/1/2024,"$230,000 ",1972,,0,1,"CASH, OWNCRRY"
24338356,CONDO,RES,RESALE,3183.84,8678 N WILLAMETTE BLVD,Portland,97203,141,2,1,1,690,351,333,,2/7/2025,112,112,10/18/2024,"$242,500 ",5/7/2025,"$230,000 ",1970,310,0,,"CASH, CONV, VA"
605046938,CONDO,RES,RESALE,3617.07,1411 N ALBERTA ST #4,Portland,97217,$141 ,1,1,1,646,371,356,,3/22/2025,16,30,3/6/2025,"$239,900 ",4/25/2025,"$230,000 ",1945,331,0,1,"CALL-SA, CASH, CONV, FHA, VA"
23407377,FLTHOME,RES,REMOD,3275.98,205 N Bridgeton RD #6,Portland,97217,141,2,1,2,800,311,291,"0-2,999SF",10/13/2023,59,,8/15/2023,"$249,000 ",11/30/2023,"$233,000 ",2021,,0,,"CASH, CONV"
24014000,CONDO,RES,RESALE,2760.91,7232 N NEW YORK AVE #3,Portland,97203,$141 ,1,1,1,520,451,451,,7/27/2024,8,8,7/19/2024,"$235,000 ",8/22/2024,"$235,000 ",1959,365,0,,"CASH, CONV, VA"
24131254,CONDO,RES,RESALE,2964.41,8833 N SYRACUSE ST #16,Portland,97203,141,2,1,1,703,347,334,,2/15/2024,42,42,1/4/2024,"$244,000 ",3/5/2024,"$235,000 ",1969,375,0,0,"CASH, CONV"
23566698,CONDO,RES,REMOD,2736.71,9333 N LOMBARD ST #16,Portland,97203,$141 ,2,1,1,672,364,353,,11/14/2023,47,47,9/28/2023,"$245,000 ",12/13/2023,"$237,500 ",1963,365,0,,"CASH, CONV, VA"
23299151,CONDO,RES,RESALE,3632.85,7112 N RICHMOND AVE #4,Portland,97203,141,2,1,1,865,289,274,,7/21/2023,7,7,7/14/2023,"$250,000 ",8/22/2023,"$237,750 ",1970,375,0,0,"CASH, CONV"
23208363,CONDO,RES,RESALE,3340.14,6919 N LEAVITT AVE B1,Portland,97203,$141 ,2,1.1,2,890,268,268,,6/4/2024,143,143,1/13/2024,"$239,000 ",6/28/2024,"$239,000 ",1971,338,0,,"CASH, CONV"
23297841,CONDO,RES,APPROX,1815.77,1430 N BRYANT ST #3,Portland,97217,141,1,1,1,625,392,382,,9/30/2023,36,36,8/25/2023,"$245,000 ",10/31/2023,"$239,000 ",1950,229,0,,"CASH, CONV"
24212831,CONDO,RES,NEW,0,6659 N Fessenden ST #20,Portland,97203,$141 ,2,2.1,2,923,259,259,,12/11/2024,129,129,8/4/2024,"$239,900 ",1/23/2025,"$239,900 ",2024,24,0,,"CASH, CONV, FHA, VA"
24584251,CONDO,RES,NEW,0,6643 N Fessenden ST #8,Portland,97203,141,2,2.1,2,895,268,268,,1/29/2025,125,125,9/26/2024,"$239,900 ",2/28/2025,"$239,900 ",2024,24,0,,"CASH, CONV, FHA, VA"
24638489,CONDO,RES,NEW,0,6663 N Fessenden ST #22,Portland,97203,$141 ,2,2.1,2,926,259,259,,3/3/2025,211,211,8/4/2024,"$239,900 ",3/25/2025,"$239,900 ",2024,24,0,,"CASH, CONV, FHA, VA"
254652211,CONDO,RES,NEW,0,6645 N Fessenden ST #9,Portland,97203,141,2,2.1,2,923,259,259,,1/31/2025,2,2,1/29/2025,"$239,900 ",2/28/2025,"$239,900 ",2024,24,0,,"CASH, CONV, FHA, VA"
24641096,CONDO,RES,NEW,0,6655 N Fessenden ST #18,Portland,97203,$141 ,2,2.1,2,923,259,263,,8/1/2024,2,2,7/30/2024,"$239,900 ",9/5/2024,"$242,900 ",2024,24,0,,"CASH, CONV, FHA, VA"
24297617,CONDO,RES,NEW,0,6657 N Fessenden ST #19,Portland,97203,141,2,2.1,2,895,268,272,,7/4/2024,29,29,6/5/2024,"$239,900 ",8/6/2024,"$243,500 ",2024,24,0,,"CASH, CONV, FHA, VA"
23433193,CONDO,RES,NEW,3409.7,6610 N GREENWICH AVE #4,Portland,97217,$141 ,1,1,1,640,381,381,,3/4/2025,470,470,11/20/2023,"$243,900 ",3/28/2025,"$243,900 ",2023,182,0,,"CASH, CONV, FHA"
24530050,CONDO,RES,NEW,0,6653 N Fessenden ST #17,Portland,97203,141,2,2.1,2,895,268,272,,7/16/2024,12,12,7/4/2024,"$239,900 ",8/16/2024,"$244,000 ",2024,24,0,,"CASH, CONV, FHA, VA"
23221513,FLTHOME,RES,RESALE,3410.27,205 N Bridgeton RD #3,Portland,97217,$141 ,1,1,1,820,292,298,"0-2,999SF",6/11/2023,3,,6/8/2023,"$240,000 ",7/10/2023,"$245,000 ",2001,,0,1,"CASH, CONV"
24078559,CONDO,RES,REMOD,4546.65,1455 N KILLINGSWORTH ST #209,Portland,97217,141,1,1,1,674,363,363,,3/15/2024,51,51,1/24/2024,"$245,000 ",4/16/2024,"$245,000 ",2012,461,0,,"CASH, CONV, VA"
24683381,CONDO,RES,APPROX,2979.24,6755 N SALEM AVE,Portland,97203,$141 ,1,1,1,576,407,425,,2/5/2025,118,118,10/10/2024,"$234,900 ",3/11/2025,"$245,000 ",2008,251,0,0,"CASH, CONV, FHA, VA"
24211966,CONDO,RES,NEW,0,6661 N Fessenden ST #21,Portland,97203,141,2,2.1,2,895,265,274,,7/30/2024,13,13,7/17/2024,"$237,900 ",8/28/2024,"$245,900 ",2024,24,0,,"CASH, CONV, FHA, VA"
23695968,IN-PARK,RES,REMOD,0,2381 N Menzies CT,Portland,97217,$141 ,3,2,1,1440,163,171,"0-2,999SF",7/23/2023,22,22,7/1/2023,"$235,000 ",8/31/2023,"$246,500 ",1974,,0,0,"CASH, CONV"
24560439,DETACHD,RES,RESALE,3087.64,6929 N CONGRESS AVE,Portland,97217,141,3,1.1,2,1332,186,186,"0-2,999SF",3/22/2024,29,29,2/22/2024,"$247,941 ",4/26/2024,"$247,941 ",2002,,0,,CONV
502313585,CONDO,RES,REMOD,2471,708 N KILLINGSWORTH ST #6,Portland,97217,$141 ,1,1,1,524,461,473,,5/6/2025,3,147,5/3/2025,"$241,999 ",5/30/2025,"$247,999 ",1913,279,0,0,"CASH, CONV"
23348335,CONDO,RES,RESALE,2665.12,6910 N PHILADELPHIA AVE,Portland,97203,141,2,1,1,734,339,339,,8/31/2023,13,13,8/18/2023,"$249,000 ",9/28/2023,"$249,000 ",1970,225,0,1,"CASH, CONV"
23060731,DETACHD,RES,FIXER,2938.29,7120 N LEONARD ST,Portland,97203,$141 ,3,1,1,1090,229,229,"3K-4,999SF",10/4/2023,2,2,10/2/2023,"$250,000 ",10/27/2023,"$250,000 ",1970,,1,,"CASH, REHAB"
23323991,FLTHOME,RES,REMOD,5910.4,1691 N Jantzen AVE,Portland,97217,141,2,2.1,2,2136,139,117,"0-2,999SF",8/6/2023,73,,5/25/2023,"$299,000 ",8/21/2023,"$250,000 ",1950,400,0,1,"CASH, CONV"
23467211,CONDO,RES,RESALE,8012.57,6610 N GREENWICH AVE #3,Portland,97217,$141 ,1,1,1,640,390,390,,12/1/2023,252,274,3/24/2023,"$250,000 ",12/15/2023,"$250,000 ",2022,250,0,,CONV
24026235,DETACHD,RES,FIXER,2341.16,3265 N INTERSTATE AVE,Portland,97227,141,4,2,3,2160,231,115,"15K-19,999SF",6/2/2024,137,137,1/17/2024,"$499,000 ",7/3/2024,"$250,000 ",1907,,0,,"CASH, OWNCONT, OWNCRRY"
24090892,FLTHOME,RES,REMOD,3147.22,531 N Bridgeton RD #6,Portland,97217,$141 ,1,1,1,720,359,347,"0-2,999SF",7/25/2024,2,,7/23/2024,"$259,000 ",8/20/2024,"$250,000 ",2004,,0,0,"CASH, CONV"
24658381,CONDO,RES,NEW,2512.61,6610 N GREENWICH AVE #1,Portland,97217,141,1,1,1,640,398,390,,8/24/2024,4,4,8/20/2024,"$254,900 ",9/24/2024,"$250,000 ",2023,182,0,,"CONV, FHA"
376017197,FLTHOME,RES,RESALE,2237,1815 N Jantzen AVE,Portland,97217,$141 ,1,1,1,840,332,297,"0-2,999SF",1/7/2025,0,,1/7/2025,"$279,000 ",1/13/2025,"$250,000 ",1980,480,0,,"CASH, CONV"
24441587,CONDO,RES,NEW,0,6619 N Fessenden ST #3,Portland,97203,141,2,2.1,2,895,276,280,,8/5/2024,28,28,7/8/2024,"$247,900 ",9/6/2024,"$251,337 ",2024,33,0,,"CASH, CONV, FHA, VA"
23677507,DETACHD,RES,FIXER,3172.43,7847 N EDISON ST,Portland,97203,$141 ,3,1,1,985,258,255,"5K-6,999SF",12/22/2023,20,20,12/2/2023,"$255,000 ",1/19/2024,"$252,000 ",1919,,0,0,CASH
24253535,CONDO,RES,RESALE,4633.14,145 N HAYDEN BAY DR,Portland,97217,141,1,1,1,905,306,278,,4/24/2025,211,211,9/25/2024,"$277,000 ",6/12/2025,"$252,376 ",1991,651,1,1,"CASH, CONV"
24577290,CONDO,RES,REMOD,4536.59,7571 N EDGEWATER AVE,Portland,97203,$141 ,2,1.1,1,1035,257,245,,9/7/2024,18,18,8/20/2024,"$267,000 ",11/8/2024,"$254,000 ",1980,500,0,1,"CASH, CONV"
23002430,DETACHD,RES,FIXER,3008.55,9455 N CHICAGO AVE,Portland,97203,141,2,1,1,978,286,260,"5K-6,999SF",10/6/2023,98,98,6/30/2023,"$280,000 ",10/19/2023,"$255,000 ",1943,,0,,"CASH, CONV, REHAB"
23258014,IN-PARK,RES,RESALE,1844.16,1501 N HAYDEN ISLAND DR 99C,Portland,97217,$141 ,3,2,1,1860,134,137,"0-2,999SF",7/17/2023,11,11,7/6/2023,"$249,900 ",7/31/2023,"$255,000 ",1992,1082,0,,"CASH, CONV"
